run_name,backend,scheduler,n_workers,n_nodes,n_shots,seed,batch_wall_s,leader_wall_s,qpu_queue_wait_s,leader_submit_to_result_s,total_worker_idle_s,avg_worker_idle_s,worker_node_seconds,n_workers_completed,leader_failed,cost_aggregated,workers_completed,timestamp,repeat,worker_0_idle_s,worker_1_idle_s,worker_2_idle_s,worker_3_idle_s,worker_4_idle_s,worker_5_idle_s,worker_6_idle_s,worker_7_idle_s
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,33.371,21.0,1.842,4.37,24.607,12.303,24.607,2,False,,2,2026-06-23T17:53:32.178995+00:00,1,12.328,12.278,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,33.064,21.0,1.836,3.816,25.052,12.526,25.052,2,False,,2,2026-06-23T17:54:11.693439+00:00,2,12.491,12.561,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,34.465,21.0,1.913,3.855,24.981,12.49,24.981,2,False,,2,2026-06-23T17:54:52.599531+00:00,3,12.473,12.508,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,33.368,21.0,1.891,3.286,25.162,12.581,25.162,2,False,,2,2026-06-23T17:55:32.326341+00:00,4,12.43,12.732,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,33.039,21.0,1.773,3.311,25.297,12.649,25.297,2,False,,2,2026-06-23T17:56:11.521925+00:00,5,12.601,12.696,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,32.928,21.0,1.835,3.282,25.237,12.618,25.237,2,False,,2,2026-06-23T17:56:50.707900+00:00,6,12.589,12.648,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,32.897,20.0,1.759,3.386,24.777,12.388,24.777,2,False,,2,2026-06-23T17:57:29.619346+00:00,7,12.812,11.964,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,33.473,20.0,1.836,3.086,24.273,12.136,24.273,2,False,,2,2026-06-23T17:58:09.067667+00:00,8,12.136,12.137,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,22.806,16.0,1.861,4.351,24.626,12.313,24.626,2,False,,2,2026-06-23T17:58:37.741068+00:00,9,12.334,12.292,,,,,,
gang-sv1-default-w2-q10,sv1,default,2,10,1000,42,32.968,21.0,1.901,3.51,25.456,12.728,25.456,2,False,,2,2026-06-23T17:59:16.636140+00:00,10,12.745,12.711,,,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,33.861,22.0,1.941,3.594,48.99,12.248,48.99,4,False,,4,2026-06-23T17:59:58.904714+00:00,1,12.196,12.322,12.23,12.243,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,44.626,33.0,1.908,4.124,96.72,24.18,96.72,4,False,,4,2026-06-23T18:00:52.202462+00:00,2,25.729,24.419,23.615,22.958,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,24.158,16.0,2.052,3.622,50.468,12.617,50.468,4,False,,4,2026-06-23T18:01:24.578447+00:00,3,13.131,13.168,12.027,12.141,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,34.019,21.0,1.992,3.486,48.005,12.001,48.005,4,False,,4,2026-06-23T18:02:06.709661+00:00,4,12.026,11.866,12.077,12.036,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,34.157,21.0,1.915,3.507,48.679,12.17,48.679,4,False,,4,2026-06-23T18:02:48.943718+00:00,5,12.097,12.15,12.221,12.212,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,34.321,22.0,1.885,3.384,49.627,12.407,49.627,4,False,,4,2026-06-23T18:03:32.526925+00:00,6,12.431,12.392,12.368,12.435,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,34.19,22.0,1.805,3.464,50.778,12.694,50.778,4,False,,4,2026-06-23T18:04:15.481652+00:00,7,12.677,12.625,12.634,12.842,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,34.064,20.0,1.983,3.355,49.212,12.303,49.212,4,False,,4,2026-06-23T18:04:57.923628+00:00,8,11.943,12.07,13.238,11.961,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,34.324,21.0,1.829,3.465,50.405,12.601,50.405,4,False,,4,2026-06-23T18:05:40.385954+00:00,9,12.512,12.7,12.54,12.653,,,,
gang-sv1-default-w4-q10,sv1,default,4,10,1000,42,23.67,16.0,1.964,3.958,48.517,12.129,48.517,4,False,,4,2026-06-23T18:06:12.296642+00:00,10,12.173,12.145,12.031,12.17,,,,
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,37.205,22.0,1.891,3.365,104.02,13.002,104.02,8,False,,8,2026-06-23T18:07:02.033770+00:00,1,13.205,13.037,12.814,13.142,12.839,13.087,12.969,12.927
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,36.426,22.0,2.006,3.625,101.011,12.626,101.011,8,False,,8,2026-06-23T18:07:51.396238+00:00,2,12.686,12.617,12.053,13.53,12.369,12.28,13.192,12.284
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,46.451,31.0,1.788,11.725,183.102,22.888,183.102,8,False,,8,2026-06-23T18:08:51.015613+00:00,3,23.124,22.659,22.983,23.294,22.787,23.054,22.597,22.603
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,36.672,22.0,1.935,3.675,104.887,13.111,104.887,8,False,,8,2026-06-23T18:09:39.952924+00:00,4,13.144,13.219,13.05,13.196,13.383,12.222,13.481,13.191
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,36.271,23.0,1.886,3.501,105.526,13.191,105.526,8,False,,8,2026-06-23T18:10:28.525634+00:00,5,12.927,13.214,13.286,13.197,13.443,12.941,13.239,13.278
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,35.898,22.0,2.037,3.603,100.917,12.615,100.917,8,False,,8,2026-06-23T18:11:16.263170+00:00,6,12.221,13.105,12.326,12.068,12.254,13.283,12.461,13.198
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,36.033,22.0,1.8,3.725,100.521,12.565,100.521,8,False,,8,2026-06-23T18:12:07.201914+00:00,7,12.513,12.659,12.42,12.565,12.652,12.421,12.688,12.603
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,36.192,22.0,1.863,3.882,98.937,12.367,98.937,8,False,,8,2026-06-23T18:12:55.912642+00:00,8,12.278,12.677,12.485,12.103,12.576,12.451,12.192,12.174
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,26.177,18.0,2.023,4.561,99.877,12.485,99.877,8,False,,8,2026-06-23T18:13:35.216744+00:00,9,12.383,12.506,12.38,13.45,12.313,12.391,12.241,12.213
gang-sv1-default-w8-q10,sv1,default,8,10,1000,42,35.987,22.0,1.812,3.567,98.765,12.346,98.765,8,False,,8,2026-06-23T18:14:24.041873+00:00,10,12.44,12.532,12.332,12.183,12.397,12.106,12.394,12.38
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.465,33.0,1.87,3.428,4.41,2.205,4.41,2,False,,2,2026-06-23T18:15:25.554437+00:00,1,2.491,1.919,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.184,33.0,1.976,3.749,4.225,2.113,4.225,2,False,,2,2026-06-23T18:16:25.200871+00:00,2,2.036,2.189,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.135,37.0,1.951,3.344,4.963,2.481,4.963,2,False,,2,2026-06-23T18:17:24.849080+00:00,3,2.475,2.487,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,43.726,32.0,1.83,4.138,4.78,2.39,4.78,2,False,,2,2026-06-23T18:18:13.983926+00:00,4,2.821,1.96,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.508,34.0,1.908,4.27,4.715,2.358,4.715,2,False,,2,2026-06-23T18:19:13.907131+00:00,5,2.209,2.507,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.723,32.0,1.718,3.55,4.144,2.072,4.144,2,False,,2,2026-06-23T18:20:14.102207+00:00,6,2.054,2.09,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.155,33.0,1.709,3.981,4.516,2.258,4.516,2,False,,2,2026-06-23T18:21:13.725103+00:00,7,2.149,2.367,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.116,33.0,1.786,3.295,4.857,2.429,4.857,2,False,,2,2026-06-23T18:22:13.291228+00:00,8,2.352,2.506,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.111,34.0,1.716,3.41,4.949,2.475,4.949,2,False,,2,2026-06-23T18:23:12.870085+00:00,9,2.423,2.526,,,,,,
gang-sv1-fluence-w2-q10,sv1,fluence,2,10,1000,42,54.023,33.0,1.768,4.018,4.048,2.024,4.048,2,False,,2,2026-06-23T18:24:12.287414+00:00,10,1.901,2.147,,,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,55.671,34.0,1.722,3.617,10.513,2.628,10.513,4,False,,4,2026-06-23T18:25:16.450231+00:00,1,2.617,3.105,2.283,2.508,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,55.441,34.0,1.711,3.406,10.926,2.731,10.926,4,False,,4,2026-06-23T18:26:20.027824+00:00,2,2.633,3.08,2.414,2.799,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,55.614,33.0,1.8,4.14,12.809,3.202,12.809,4,False,,4,2026-06-23T18:27:23.256430+00:00,3,3.53,2.556,3.333,3.39,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,55.421,34.0,1.814,4.068,10.664,2.666,10.664,4,False,,4,2026-06-23T18:28:26.221556+00:00,4,3.045,2.331,3.046,2.241,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,56.319,35.0,1.826,3.869,11.293,2.823,11.293,4,False,,4,2026-06-23T18:29:29.999437+00:00,5,2.428,3.003,2.713,3.15,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,55.356,34.0,1.751,3.857,10.403,2.601,10.403,4,False,,4,2026-06-23T18:30:32.847205+00:00,6,2.618,2.922,2.217,2.647,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,55.712,35.0,1.867,3.64,10.995,2.749,10.995,4,False,,4,2026-06-23T18:31:37.094797+00:00,7,2.953,2.091,2.968,2.984,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,55.402,34.0,1.804,4.153,10.123,2.531,10.123,4,False,,4,2026-06-23T18:32:40.224147+00:00,8,2.478,2.838,2.18,2.626,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,55.472,34.0,1.825,3.559,11.294,2.824,11.294,4,False,,4,2026-06-23T18:33:43.163905+00:00,9,1.955,2.716,2.77,3.853,,,,
gang-sv1-fluence-w4-q10,sv1,fluence,4,10,1000,42,56.172,33.0,1.843,3.617,10.426,2.607,10.426,4,False,,4,2026-06-23T18:34:46.836983+00:00,10,2.238,2.603,3.241,2.344,,,,
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.239,36.0,3.065,4.585,31.117,3.89,31.117,8,False,,8,2026-06-23T18:35:57.668679+00:00,1,2.851,2.47,4.367,4.051,3.968,4.394,4.513,4.505
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.374,38.0,2.911,4.993,28.52,3.565,28.52,8,False,,8,2026-06-23T18:37:08.484434+00:00,2,2.168,2.525,2.895,3.211,4.84,4.002,4.851,4.029
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.678,37.0,1.763,3.995,29.86,3.733,29.86,8,False,,8,2026-06-23T18:38:20.805174+00:00,3,1.893,2.45,4.162,4.07,4.273,5.291,4.065,3.657
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.253,37.0,1.783,4.212,31.494,3.937,31.494,8,False,,8,2026-06-23T18:39:31.393559+00:00,4,2.399,3.385,3.098,3.727,4.724,3.684,5.746,4.731
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.2,36.0,1.848,3.626,29.789,3.724,29.789,8,False,,8,2026-06-23T18:40:42.573802+00:00,5,2.02,2.506,3.426,4.16,4.844,4.428,4.354,4.052
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.483,37.0,1.771,5.513,30.986,3.873,30.986,8,False,,8,2026-06-23T18:41:53.693578+00:00,6,2.71,3.094,2.724,3.697,4.58,5.148,4.536,4.499
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,69.44,38.0,1.746,3.283,32.371,4.046,32.371,8,False,,8,2026-06-23T18:43:14.564474+00:00,7,3.431,3.356,3.75,3.902,4.601,4.164,4.318,4.851
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.041,36.0,1.751,4.15,29.992,3.749,29.992,8,False,,8,2026-06-23T18:44:25.507675+00:00,8,2.874,2.461,3.118,4.891,3.907,4.388,3.931,4.424
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.077,38.0,1.787,4.359,33.187,4.148,33.187,8,False,,8,2026-06-23T18:45:36.772599+00:00,9,2.881,2.912,3.814,4.129,4.456,4.817,5.485,4.695
gang-sv1-fluence-w8-q10,sv1,fluence,8,10,1000,42,59.014,38.0,1.824,3.526,29.928,3.741,29.928,8,False,,8,2026-06-23T18:46:47.748425+00:00,10,3.133,2.365,3.187,3.477,3.565,5.268,4.43,4.504
